ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1723583,Source2,2,2019-12-18 08:04:31,2019-12-18 09:18:35,39.85659,-82.902252,,,0.0,Accident on Groveport Rd at Green Pointe Dr.,Groveport Rd,Groveport,Franklin,OH,43125-1004,US,US/Eastern,KLCK,2019-12-18 07:55:00,22.0,10.0,83.0,29.32,7.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1472891,Source2,2,2020-05-18 15:49:38,2020-05-18 16:19:21,34.1549,-80.911247,,,0.0,Accident on Hard Scrabble Rd at Rice Meadow Way.,Hard Scrabble Rd,Columbia,Richland,SC,29229-8583,US,US/Eastern,KCUB,2020-05-18 15:53:00,76.0,76.0,87.0,29.68,10.0,SE,3.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-307474,Source2,2,2016-12-10 06:46:28,2016-12-10 07:31:03,47.257298,-122.515831,,,0.01,Right lane blocked due to accident on WA-16 Eastbound at WA-163 Pearl St.,WA-16 W,Tacoma,Pierce,WA,98406,US,US/Pacific,KTIW,2016-12-10 06:48:00,39.2,35.0,93.0,29.87,10.0,South,5.8,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2957429,Source2,2,2018-03-20 16:34:56,2018-03-20 17:04:30,36.08894,-96.006554,,,0.0,Accident on US-75 Okmulgee Expy Northbound at I-44.,I-44 W,Tulsa,Tulsa,OK,74107,US,US/Central,KRVS,2018-03-20 16:53:00,55.9,,40.0,29.99,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5152075,Source1,2,2022-04-05 15:39:41.000000000,2022-04-05 21:59:25.000000000,42.997784,-82.438626,42.998359,-82.422793,0.8009999999999999,EB I-94 at Bridge to Canada,I-69 E,Port Huron,St. Clair,MI,48060,US,US/Eastern,KPHN,2022-04-05 15:35:00,54.0,54.0,62.0,29.13,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6145583,Source1,2,2021-12-15 08:01:00,2021-12-15 10:33:00,45.787442999999996,-111.20366499999999,45.663338,-110.96746599999999,14.259,Slow traffic on I-90 E - US-191 N from CR-346/CR-288/Exit 288 (I-90) to Bozeman Trail Rd/Exit 313 (I-90) due to accident.,I-90 E,Belgrade,Gallatin,MT,59714,US,US/Mountain,KBZN,2021-12-15 07:56:00,23.0,15.0,88.0,25.28,9.0,W,7.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3533507,Source1,2,2016-10-25 14:36:06,2016-10-25 20:36:06,34.23274,-118.47299,34.23874,-118.47294,0.415,At Nordhoff St/Exit 69 - Accident.,I-405 N,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2016-10-25 14:51:00,81.0,,33.0,30.0,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-245860,Source2,2,2016-09-16 07:51:44,2016-09-16 08:51:44,40.613159,-75.513123,,,0.0,Slow traffic due to accident on US-22 Eastbound near PA-229 Cedar Crest Blvd.,US-22 E,Allentown,Lehigh,PA,18104,US,US/Eastern,KXLL,2016-09-16 07:55:00,53.6,,88.0,30.34,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6056465,Source1,2,2021-08-06 15:22:49,2021-08-06 16:12:06,47.530806,-122.39269099999999,47.523238,-122.39301100000002,0.523,Stationary traffic from 47th Ave/SW Webster St (Fauntleroy Way) to SW Barton St (Fauntleroy Way) due to accident., Fauntleroy Way SW,Seattle,King,WA,98136,US,US/Pacific,KBFI,2021-08-06 14:53:00,76.0,76.0,56.0,30.02,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4899285,Source1,2,2022-04-27 09:09:00.000000000,2022-04-27 16:13:53.000000000,39.84042700000001,-75.443044,39.842292,-75.443403,0.13,Incident on CHICHESTER AVE near MILL RD Expect long delays., Chichester Ave,Marcus Hook,Delaware,PA,19061,US,US/Eastern,KPHL,2022-04-27 08:54:00,52.0,52.0,41.0,30.03,10.0,W,20.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2111537,Source2,2,2019-05-20 08:11:52,2019-05-20 09:11:27,42.383389,-83.338211,,,0.0,Left hand shoulder blocked due to accident on I-96 Eastbound at Exit 176 Schoolcraft Rd.,I-96 W,Livonia,Wayne,MI,48150,US,US/Eastern,KDTW,2019-05-20 08:12:00,57.0,57.0,67.0,29.16,10.0,W,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5514223,Source1,2,2021-06-15 18:03:54,2021-06-15 20:11:47,41.74230694750909,-72.7356183525432,41.73750694750908,-72.7398183525432,0.396,ConnDOT: Crash (Multi Vehicle) on I-84 Westbound between Exits 42 and 41. The left lane is closed. Reported Tuesday June 15 at 5:59 pm.,US-6,West Hartford,Capitol,CT,06107,US,US/Eastern,KHFD,2021-06-15 17:53:00,75.0,75.0,50.0,29.67,10.0,NW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-567710,Source2,2,2022-07-13 08:19:42,2022-07-13 10:19:28,37.421158,-121.935623,,,0.0,#2 lane blocked due to crash on CA-237 Westbound before Exit 8 Zanker Rd.,CA-237,San Jose,Santa Clara,CA,95134,US,US/Pacific,KSJC,2022-07-13 07:53:00,62.0,62.0,78.0,29.91,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-323948,Source2,3,2017-01-27 07:51:11,2017-01-27 08:20:55,41.76091,-87.892639,,,0.01,One right lane blocked due to accident on I-294 Northbound before I-55 Stevenson Expy.,I-294 N,La Grange,Cook,IL,60525,US,US/Central,KMDW,2017-01-27 07:53:00,28.0,17.0,72.0,29.94,10.0,West,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2733185,Source2,2,2018-05-31 19:58:02,2018-05-31 20:27:49,43.007629,-83.686539,,,0.0,Accident on Church St at 8th St.,W 8th St,Flint,Genesee,MI,48502-1052,US,US/Eastern,KFNT,2018-05-31 19:53:00,82.0,,60.0,29.67,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1195296,Source2,2,2021-01-13 17:17:52,2021-01-13 18:17:31,35.072151,-82.016571,,,0.0,Accident on SC-9 near Holden Dr.,Highway 9,Inman,Spartanburg,SC,29349-8010,US,US/Eastern,KSPA,2021-01-13 17:15:00,43.0,39.0,81.0,29.14,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7148013,Source1,2,2020-03-31 17:43:00,2020-03-31 18:37:48,38.660686,-121.33726100000001,38.660686,-121.33726100000001,0.0,At Manzanita Ave - Accident.,Madison Ave,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2020-03-31 17:45:00,70.0,70.0,53.0,29.91,10.0,SSW,9.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5341656,Source1,2,2022-02-07 18:09:00,2022-02-07 19:03:00,39.94797348957086,-74.959255456567,39.951023489570865,-74.953345456567,0.377,Stationary traffic on NJ-38 from NJ-73 (NJ-38) to CR-607/S Church St (NJ-38) due to accident.,Route 38,Moorestown,Burlington,NJ,08057,US,US/Eastern,KVAY,2022-02-07 17:54:00,37.0,33.0,96.0,30.08,1.0,NNW,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-6437448,Source1,2,2021-01-09 03:39:00,2021-01-09 05:53:12,33.814963,-117.877196,33.809103,-117.879506,0.426,SB JNO,CA-57,Anaheim,Orange,CA,92806,US,US/Pacific,KFUL,2021-01-09 03:53:00,44.0,44.0,79.0,29.92,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7736641,Source1,3,2019-06-11 09:21:21,2019-06-11 09:49:35,40.7591,-73.10300000000002,40.75628,-73.10994000000002,0.41200000000000003,Between Lakeland Ave/Exit 49 and Locust Ave/Exit 48 - Accident. Roadway reduced to 1 lane.,Sunrise Hwy W,Bohemia,Suffolk,NY,11716,US,US/Eastern,KISP,2019-06-11 09:29:00,67.0,67.0,97.0,29.73,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6830905,Source1,2,2020-10-22 13:00:30.000000000,2020-10-22 23:30:00.000000000,28.0856,-82.50488299999998,28.08475300000001,-82.50523199999998,0.062,Stationary traffic on FL-597 from CR-685A/Van Dyke Rd (FL-597) to Bearss Ave/Ehrlich Rd (FL-597) due to accident., N Dale Mabry Hwy,Tampa,Hillsborough,FL,33618-1814,US,US/Eastern,KTPA,2020-10-22 12:53:00,87.0,87.0,49.0,29.98,10.0,E,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2143750,Source2,3,2019-04-02 18:43:31,2019-04-02 20:29:09,32.845734,-96.581726,,,0.0,One lane blocked due to accident on I-30 Eastbound at Exit 60A Rosehill Rd.,I-30 W,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2019-04-02 18:50:00,66.0,66.0,32.0,29.62,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7363920,Source1,2,2019-10-31 06:44:30,2019-10-31 07:36:43,33.85041,-117.25433000000001,33.85041,-117.25433000000001,0.0,At Harley Knox Blvd - Accident.,Escondido Fwy N,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2019-10-31 06:58:00,53.0,53.0,6.0,28.52,10.0,NE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3900222,Source1,2,2022-06-28 10:22:00,2022-06-28 13:07:00,36.549447,-81.002659,36.55189,-80.99848,0.287,Incident on NC-18 EB near FOREVER LOVE LN Drive with caution., NC-18,Ennice,Alleghany,NC,28623-9245,US,US/Eastern,KHLX,2022-06-28 10:15:00,66.0,66.0,54.0,27.45,10.0,ENE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-7666328,Source1,4,2017-10-02 11:12:12,2017-10-02 17:12:12,40.317408,-106.521495,40.358474,-106.57143700000002,3.8689999999999998,Closed at CO-14 - Road closed due to accident., US Highway 40,Kremmling,Grand,CO,80459,US,US/Mountain,K20V,2017-10-02 11:14:00,37.4,32.8,87.0,29.88,0.8,NNW,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6486307,Source1,2,2021-02-10 07:37:00,2021-02-10 09:41:02,33.673857,-117.317751,33.664927,-117.301971,1.097,Accident on Main St (South) (I-15) from Diamond Dr/Railroad Canyon Rd (I-15) to Corona Fwy S - I-15 S.,Corona Fwy S,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,2021-02-10 07:35:00,50.0,50.0,82.0,28.61,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-16053,Source2,2,2016-11-09 20:04:27,2016-11-09 20:34:27,37.534695,-122.362328,,,0.01,Accident on I-280 Northbound at Exits 34 35 CA-35 Bunker Hill Dr.,Junipero Serra Fwy N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2016-11-09 19:56:00,64.0,,75.0,30.03,10.0,West,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2797700,Source2,2,2018-05-02 17:54:00,2018-05-02 18:23:54,35.79023400000001,-78.547455,,,0.0,Accident on Thunderidge Dr at Rogers Ln.,N Rogers Ln,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2018-05-02 17:51:00,82.9,,36.0,30.19,10.0,WSW,13.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1968463,Source2,2,2019-07-15 08:08:22,2019-07-15 09:08:08,35.171828999999995,-89.868271,,,0.0,Accident on US-64 Summer Ave at Sycamore View Rd.,Sycamore View Rd,Memphis,Shelby,TN,38134,US,US/Central,KNQA,2019-07-15 08:15:00,73.0,73.0,94.0,29.61,7.0,VAR,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6566059,Source1,2,2021-02-17 07:34:00,2021-02-17 08:53:00,38.021926,-78.574585,38.022302,-78.544821,1.62,Incident on I-64 EB near MM 117 Expect delays.,I-64 E,Charlottesville,Albemarle,VA,22903,US,US/Eastern,KCHO,2021-02-17 07:53:00,26.0,21.0,58.0,29.65,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4516799,Source1,2,2022-05-15 03:55:35,2022-05-16 05:06:53,33.660803,-114.00080600000001,33.67143,-114.0451,2.6510000000000002,Road closed due to a crash on I-10 Westbound near Vicksburg Rd (31) . Lane Closed.,I-10 W,Quartzsite,La Paz,AZ,85346,US,US/Pacific,KBLH,2022-05-15 03:52:00,69.0,69.0,8.0,29.36,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1051676,Source2,3,2021-05-10 05:49:50,2021-05-10 07:04:26,34.02425,-84.573006,,,0.0,Right hand shoulder blocked due to accident on I-75 Southbound after Chastain Rd.,GA-401 S,Kennesaw,Cobb,GA,30144,US,US/Eastern,KRYY,2021-05-10 05:50:00,62.0,62.0,96.0,28.83,10.0,SW,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-856213,Source2,3,2021-10-28 07:21:28,2021-10-28 08:58:29,34.707005,-86.672043,,,0.0,Lane blocked due to accident on I-565 Eastbound at Rideout Rd.,AL-20 W,Huntsville,Madison,AL,35808,US,US/Central,KHUA,2021-10-28 07:18:00,57.0,57.0,94.0,28.79,5.0,SSW,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6604051,Source1,2,2020-12-26 05:08:00,2020-12-26 10:45:00,36.007969,-78.966893,36.001016,-78.962292,0.545,Incident on NC-751 SB near ERWIN RD Road closed. Take alternate route., State Highway 751,Durham,Durham,NC,27705,US,US/Eastern,KIGX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2256792,Source2,2,2019-01-31 15:00:07,2019-01-31 15:29:50,40.798573,-123.396729,,,0.0,Accident on CA-299 Eastbound in Del Loma.,State Highway 299,Burnt Ranch,Trinity,CA,95527,US,US/Pacific,KO54,2019-01-31 14:55:00,64.4,,37.0,29.86,10.0,SSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1914643,Source2,3,2019-09-16 14:50:46,2019-09-16 15:50:07,31.665911,-83.607941,,,0.0,Exit lane blocked due to accident on I-75 Southbound at Exit 78 GA-32.,GA Highway 32 E,Sycamore,Turner,GA,31790,US,US/Eastern,KTMA,2019-09-16 14:55:00,,,,29.62,10.0,N,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3057963,Source2,2,2018-01-10 17:07:36,2018-01-10 17:59:00,34.216827,-80.134911,,,0.0,Accident on Cypress Rd at Sandy Grove Church Rd.,Cypress Rd,Lamar,Lee,SC,29069-9466,US,US/Eastern,KHVS,2018-01-10 17:15:00,60.8,,55.0,30.26,10.0,ENE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2026208,Source2,2,2019-08-15 15:20:48,2019-08-15 17:04:06,35.090111,-118.977928,,,0.0,Two lanes blocked due to accident on CA-99 Northbound at Exit 5.,CA-99 N,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2019-08-15 14:54:00,103.0,103.0,16.0,29.33,10.0,WNW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7054285,Source1,3,2020-06-24 15:10:58,2020-06-24 15:40:58,42.02895,-83.67865,42.02895,-83.67865,0.0,At Cone Rd/Exit 22 - Accident. Right lane blocked.,US-23 N,Milan,Monroe,MI,48160,US,US/Eastern,KARB,2020-06-24 14:53:00,73.0,73.0,46.0,28.94,10.0,WNW,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3569872,Source1,2,2017-03-22 14:57:09,2017-03-22 20:57:09,30.473329999999997,-91.16235999999999,30.4731,-91.16244,0.017,At Chippewa St - Accident., Chippewa St,Baton Rouge,East Baton Rouge,LA,70805-8010,US,US/Central,KBTR,2017-03-22 14:53:00,80.1,,52.0,30.14,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7107332,Source1,2,2020-03-08 15:41:06,2020-03-08 19:41:06,44.86461,-123.00737,44.86461,-123.00737,0.0,At Exit 249 - Accident.,I-5 S,Salem,Marion,OR,97306,US,US/Pacific,KSLE,2020-03-08 15:56:00,49.0,49.0,59.0,29.81,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3576263,Source1,4,2017-03-03 05:18:22,2017-03-03 11:18:22,39.93485,-82.86211,39.93357,-82.84699,0.8059999999999999,Closed at I-270/Exit 108 - Road closed due to accident.,I-70 E,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2017-03-03 04:51:00,26.1,17.6,81.0,30.36,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3889756,Source1,2,2022-07-26 16:20:16.000000000,2022-07-26 16:51:37.000000000,28.634249,-81.45063,28.639791,-81.44360999999998,0.573,Slow traffic on John Land Apopka Expy - FL-414 E from N Hiawassee Rd (FL-414) to Rose Ave (FL-414) due to accident.,FL-414 E,Orlando,Orange,FL,32810,US,US/Eastern,KORL,2022-07-26 16:13:00,78.0,78.0,79.0,30.02,10.0,E,6.0,0.01,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3783657,Source1,2,2022-07-03 01:16:00,2022-07-03 02:33:33,38.87223,-121.12985800000001,38.872225,-121.130224,0.02,Incident on INDIAN HILL RD near NEWCASTLE RD Drive with caution., Indian Hill Rd,Newcastle,Placer,CA,95658,US,US/Pacific,KAUN,2022-07-03 01:15:00,57.0,57.0,72.0,28.31,10.0,ESE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6946185,Source1,2,2020-10-04 01:04:20,2020-10-04 02:29:45,38.511639,-77.376655,38.554469,-77.341675,3.512,Incident on I-95 near I-95 Drive with caution.,I-95 N,Stafford,Stafford,VA,22554,US,US/Eastern,KRMN,2020-10-04 00:55:00,44.0,44.0,100.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1631434,Source3,2,2020-02-05 14:02:53,2020-02-05 15:32:37,37.981289,-121.27243,,,0.0,Lane blocked due to accident on Wilson Way Northbound at Stewart St.,N Wilson Way,Stockton,San Joaquin,CA,95205-3127,US,US/Pacific,KSCK,2020-02-05 13:55:00,59.0,59.0,31.0,30.16,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3421782,Source1,2,2016-05-20 13:34:46,2016-05-20 19:34:46,34.3151,-117.47855,34.31004,-117.47296000000001,0.473,At CA-138 - Accident.,Barstow Fwy S,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2016-05-20 13:55:00,73.4,,36.0,29.84,10.0,WSW,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3481390,Source1,4,2016-10-05 20:24:18,2016-10-06 02:24:18,41.47083,-81.17112900000002,41.47083,-81.17784300000002,0.348,Closed at Aquilla Rd - Road closed due to accident., Kinsman Rd,Burton,Geauga,OH,44021-9739,US,US/Eastern,KCGF,2016-10-05 20:45:00,69.8,,64.0,30.14,15.0,SSE,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3920210,Source1,2,2023-01-31 09:44:30.000000000,2023-01-31 10:49:30.000000000,32.004696,-102.013319,31.96392800000001,-102.11053000000001,6.355,Slow traffic on I-20 W - TX-158 W from TX-250 Loop (I-20) to Midkiff Rd/Exit 134 (I-20) due to accident.,I-20 W,Midland,Midland,TX,79706,US,US/Central,KMDD,2023-01-31 09:35:00,21.0,7.0,91.0,27.38,7.0,NNE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5130092,Source1,2,2022-09-10 10:50:00.000000000,2022-09-10 12:07:57.000000000,41.250403999999996,-122.25978799999999,41.248655,-122.258625,0.135,Incident on MOTT RD near MOTT RD Drive with caution., Mott Rd,Mount Shasta,Siskiyou,CA,96067,US,US/Pacific,KMHS,2022-09-10 10:56:00,87.0,87.0,18.0,26.32,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-635076,Source3,3,2022-04-28 09:14:20,2022-04-28 09:58:36,38.219761,-75.698036,,,0.0,Main roadway closed due to crash on US-13 Ocean Hwy Northbound at MD-822 Umes Blvd. Traffic getting by on the shoulder.,Umes Blvd,Princess Anne,Somerset,MD,21853,US,US/Eastern,KSBY,2022-04-28 08:54:00,44.0,36.0,47.0,30.11,10.0,NW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7628051,Source1,2,2018-01-04 18:15:13,2018-01-05 00:15:13,37.82761,-121.99748999999998,37.83161,-122.00368,0.436,At El Cerro Blvd - Accident.,I-680 N,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,2018-01-04 17:53:00,57.9,,87.0,30.03,5.0,NNW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4369209,Source1,2,2022-03-05 13:48:00.000000000,2022-03-05 14:31:30.000000000,37.146069,-93.295989,37.159898999999996,-93.295381,0.956,Slow traffic from Republic St (Campbell Ave) to Battlefield Rd (Campbell Ave) due to accident., S Campbell Ave,Springfield,Greene,MO,65807-5203,US,US/Central,KSGF,2022-03-05 13:52:00,66.0,66.0,70.0,28.44,10.0,S,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-3270411,Source2,3,2017-10-26 07:16:42,2017-10-26 07:46:29,33.319782000000004,-111.97242,,,0.0,One lane blocked due to accident on I-10 Westbound at Exit 159 Ray Rd.,E Ray Rd,Phoenix,Maricopa,AZ,85044,US,US/Mountain,KPHX,2017-10-26 06:51:00,66.2,,35.0,29.84,10.0,ESE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3186726,Source2,2,2017-11-15 09:13:31,2017-11-15 10:13:17,34.831295000000004,-81.98979200000002,,,0.0,Accident on Hobbysville Rd at US-221.,Hobbysville Rd,Roebuck,Spartanburg,SC,29376-3408,US,US/Eastern,KSPA,2017-11-15 09:15:00,44.6,41.4,71.0,30.23,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4848407,Source1,2,2022-03-05 16:06:30.000000000,2022-03-05 16:27:30.000000000,37.538117,-122.281823,37.549052,-122.291976,0.938,Slow traffic on Bayshore Fwy N - US-101 N from Marine Pkwy/Ralston Ave (US-101) to CA-92/Fashion Island Blvd (US-101) due to accident.,Bayshore Fwy N,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2022-03-05 15:47:00,55.0,55.0,47.0,30.12,10.0,WNW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3198792,Source2,2,2017-11-21 17:50:47,2017-11-21 18:20:31,30.421713,-91.051567,,,0.0,Accident on Sherwood Forest Blvd at Southfork Ave.,S Sherwood Forest Blvd,Baton Rouge,East Baton Rouge,LA,70816-2233,US,US/Central,KBTR,2017-11-21 17:53:00,62.1,,78.0,29.99,10.0,North,6.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2866311,Source2,2,2018-04-05 10:16:26,2018-04-05 11:00:56,40.007732,-75.29073299999997,,,0.0,Accident on US-30 Lancaster Ave Westbound at Station Ave.,E Lancaster Ave,Ardmore,Montgomery,PA,19003-2205,US,US/Eastern,KLOM,2018-04-05 10:15:00,35.6,28.0,56.0,30.14,10.0,WNW,10.4,,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7233690,Source1,2,2020-01-22 21:23:23,2020-01-23 01:23:23,45.40747,-122.57193999999998,45.40747,-122.57193999999998,0.0,Ramp to OR-212/OR-224 Eastbound - Accident.,SE Highway 212,Clackamas,Clackamas,OR,97015,US,US/Pacific,KTTD,2020-01-22 21:53:00,45.0,39.0,82.0,30.05,10.0,E,14.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6276922,Source1,2,2021-11-22 07:21:30.000000000,2021-11-22 09:24:54.000000000,28.346771,-81.650012,28.34743,-81.648059,0.127,Slow traffic on US-192 E - County Hwy-545 from US Highway 192 / Outdoor Resorts to Avalon Rd due to accident., W Irlo Bronson Memorial Hwy,Kissimmee,Osceola,FL,34747-1002,US,US/Eastern,KISM,2021-11-22 07:28:00,66.0,66.0,94.0,29.88,7.0,NNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5747160,Source1,2,2021-08-14 16:40:40,2021-08-14 16:55:40,29.401790000000002,-98.462252,29.399296000000003,-98.47349,0.698,Slow traffic on US-87 N - US-90 W - I-10 W from S Gevers St/Exit 576 (I-10) to I-37/Exit 574 (I-10) due to accident.,I-10 W,San Antonio,Bexar,TX,78210,US,US/Central,KSSF,2021-08-14 16:53:00,96.0,96.0,44.0,29.36,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
